Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A889397,,10/15/2023 01:27:00 PM,Oct 2023,08/08/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Tortie
A889399,,10/15/2023 01:33:00 PM,Oct 2023,08/08/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A886595,*Frankie,10/15/2023 01:57:00 PM,Oct 2023,07/20/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A888142,*Jersey,10/15/2023 02:05:00 PM,Oct 2023,08/13/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A890715,,10/15/2023 03:50:00 PM,Oct 2023,09/05/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Calico/White
A890712,,10/15/2023 04:04:00 PM,Oct 2023,04/11/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Medium Hair,Brown Tabby/White
A890713,,10/15/2023 04:05:00 PM,Oct 2023,04/11/2023,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Black/White
A889379,*Sally,10/15/2023 04:50:00 PM,Oct 2023,07/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A889380,*Amelia,10/15/2023 04:57:00 PM,Oct 2023,07/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A890596,,10/16/2023 12:00:00 AM,Oct 2023,10/09/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A890562,,10/16/2023 08:03:00 AM,Oct 2023,04/09/2023,Transfer,Snr,Cat,Unknown,6 months,Domestic Shorthair,Brown Tabby
A890870,,10/16/2023 08:32:00 AM,Oct 2023,10/13/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby
A890365,,10/16/2023 08:32:00 AM,Oct 2023,10/05/2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Blue Cream
A890996,,10/16/2023 12:10:00 PM,Oct 2023,09/28/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico/Calico
A890998,,10/16/2023 12:10:00 PM,Oct 2023,09/28/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange/White
A890999,,10/16/2023 12:17:00 PM,Oct 2023,09/28/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie/White
A890709,,10/16/2023 02:18:00 PM,Oct 2023,10/11/2021,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair,Black/White
A890503,,10/16/2023 02:19:00 PM,Oct 2023,10/08/2010,Transfer,Partner,Cat,Neutered Male,13 years,Domestic Shorthair,Black/White
A889205,*Arwen,10/16/2023 03:42:00 PM,Oct 2023,08/07/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,White/Brown Tabby
A889207,*Frodo,10/16/2023 03:43:00 PM,Oct 2023,08/07/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Brown Tabby
A885911,*Joya,10/16/2023 03:48:00 PM,Oct 2023,06/12/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby
A888145,*Holstein,10/16/2023 03:52:00 PM,Oct 2023,08/13/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A890791,Yoko,10/16/2023 05:07:00 PM,Oct 2023,07/12/2023,Adoption,,Cat,Intact Female,3 months,Domestic Shorthair,Tortie
A886691,*Lt Danielle,10/16/2023 06:50:00 PM,Oct 2023,07/12/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A888208,*Clyde,10/17/2023 10:52:00 AM,Oct 2023,06/02/2023,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
A889744,Bughuul,10/17/2023 10:53:00 AM,Oct 2023,05/26/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black
A888249,*Jimmy,10/17/2023 10:53:00 AM,Oct 2023,05/31/2023,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White
A887837,Turtle,10/17/2023 01:13:00 PM,Oct 2023,07/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A885270,*Isana,10/17/2023 01:35:00 PM,Oct 2023,07/17/2016,Transfer,Partner,Cat,Intact Female,7 years,Domestic Shorthair,White/Cream
A887839,*Iris,10/18/2023 11:33:00 AM,Oct 2023,07/20/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A890788,,10/18/2023 12:09:00 PM,Oct 2023,02/12/2023,Euthanasia,Suffering,Cat,Intact Female,8 months,Domestic Shorthair,Blue Tabby
A891010,,10/18/2023 01:28:00 PM,Oct 2023,09/15/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A891011,,10/18/2023 01:28:00 PM,Oct 2023,09/15/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A890975,,10/18/2023 01:28:00 PM,Oct 2023,09/15/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue/White
A891065,,10/18/2023 01:29:00 PM,Oct 2023,10/16/2023,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair,White
A890976,,10/18/2023 01:29:00 PM,Oct 2023,09/15/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue Tabby/White
A890792,Lyla,10/18/2023 01:29:00 PM,Oct 2023,10/12/2020,Transfer,Partner,Cat,Intact Female,3 years,Domestic Shorthair,Brown Tabby
A891066,,10/18/2023 01:30:00 PM,Oct 2023,10/16/2023,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair,Brown Tabby
A891067,,10/18/2023 01:55:00 PM,Oct 2023,10/16/2023,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair,Brown Tabby
A891068,,10/18/2023 01:55:00 PM,Oct 2023,10/16/2023,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair,Brown Tabby
A858559,*Albert,10/18/2023 04:01:00 PM,Oct 2023,05/31/2017,Return to Owner,,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby
A885411,*Oscar,10/18/2023 04:59:00 PM,Oct 2023,07/19/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A888140,Gertrude,10/18/2023 05:13:00 PM,Oct 2023,09/01/2009,Euthanasia,Suffering,Cat,Spayed Female,14 years,Domestic Medium Hair Mix,Brown Tabby
A891170,Shenese,10/18/2023 05:20:00 PM,Oct 2023,05/18/2023,Return to Owner,,Cat,Intact Female,5 months,Domestic Shorthair,Tortie
A890407,Nino,10/18/2023 06:38:00 PM,Oct 2023,04/06/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A890406,Moon,10/18/2023 06:48:00 PM,Oct 2023,04/06/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A891029,,10/19/2023 08:57:00 AM,Oct 2023,10/16/2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White
A891028,,10/19/2023 08:58:00 AM,Oct 2023,10/16/2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White
A890137,Jerry,10/19/2023 08:58:00 AM,Oct 2023,05/02/2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A891096,,10/19/2023 08:58:00 AM,Oct 2023,10/17/2021,Transfer,Snr,Cat,Intact Male,2 years,Snowshoe Mix,Chocolate Point/White
A891227,Gwen,10/19/2023 03:15:00 PM,Oct 2023,10/19/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby
A890583,Mochi,10/20/2023 04:11:00 PM,Oct 2023,10/09/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black/White
A890590,Miso,10/20/2023 04:11:00 PM,Oct 2023,10/09/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Calico
A890640,,10/20/2023 04:32:00 PM,Oct 2023,10/10/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby
A890888,,10/20/2023 05:56:00 PM,Oct 2023,08/20/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby/White
A890618,,10/20/2023 06:01:00 PM,Oct 2023,10/10/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A890723,,10/20/2023 06:08:00 PM,Oct 2023,10/11/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A890643,,10/20/2023 06:17:00 PM,Oct 2023,08/02/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Tortie
A890605,*Chloe,10/20/2023 06:43:00 PM,Oct 2023,04/09/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie
A890707,,10/20/2023 06:52:00 PM,Oct 2023,10/11/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby/Gray
A888090,*Phoeby,10/21/2023 11:52:00 AM,Oct 2023,07/18/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair,Torbie
A888091,*Chandler,10/21/2023 11:53:00 AM,Oct 2023,07/18/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Orange Tabby/White
A885359,*Dulce,10/21/2023 02:31:00 PM,Oct 2023,07/18/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie
A879494,Princess,10/21/2023 03:08:00 PM,Oct 2023,04/26/2015,Adoption,Foster,Cat,Spayed Female,8 years,Burmese Mix,Chocolate Point
A887840,*Periwinkle,10/21/2023 03:13:00 PM,Oct 2023,07/20/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Blue
A890732,,10/21/2023 03:23:00 PM,Oct 2023,09/26/2023,Return to Owner,,Cat,Intact Female,3 weeks,Domestic Shorthair,Black/White
A891183,Ollie,10/21/2023 03:56:00 PM,Oct 2023,02/18/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A890887,*June,10/21/2023 04:17:00 PM,Oct 2023,10/13/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black/White
A891238,,10/23/2023 08:08:00 AM,Oct 2023,03/19/2023,Transfer,Snr,Cat,Intact Male,7 months,Domestic Shorthair,Brown Tabby
A890744,,10/23/2023 08:09:00 AM,Oct 2023,10/11/2022,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby/White
A891303,A891303,10/23/2023 08:09:00 AM,Oct 2023,10/20/2021,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby/White
A891198,Spicy Mayo,10/23/2023 08:10:00 AM,Oct 2023,03/18/2023,Transfer,Snr,Cat,Intact Female,7 months,Domestic Shorthair Mix,Blue Tabby
A891255,,10/23/2023 08:11:00 AM,Oct 2023,10/19/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A891265,,10/23/2023 08:12:00 AM,Oct 2023,10/19/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Blue Tabby/White
A890734,Ruca,10/23/2023 12:38:00 PM,Oct 2023,10/11/2013,Adoption,,Cat,Spayed Female,10 years,Domestic Medium Hair,Brown Tabby/White
A890873,,10/23/2023 12:59:00 PM,Oct 2023,10/13/2022,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair,Cream Tabby
A890874,,10/23/2023 12:59:00 PM,Oct 2023,10/13/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A891002,,10/23/2023 04:06:00 PM,Oct 2023,08/16/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,White/Brown Tabby
A890642,Miso,10/23/2023 04:16:00 PM,Oct 2023,08/02/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A891110,,10/23/2023 04:35:00 PM,Oct 2023,07/24/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A877439,Chewbacca,10/23/2023 04:47:00 PM,Oct 2023,09/27/2022,Return to Owner,,Cat,Spayed Female,1 year,Domestic Medium Hair,Tortie
A891097,*Ichabod,10/23/2023 04:54:00 PM,Oct 2023,10/17/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White
A890437,,10/23/2023 05:25:00 PM,Oct 2023,07/07/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A890737,*Ames,10/23/2023 05:42:00 PM,Oct 2023,10/11/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby
A891056,Yuzu,10/23/2023 06:17:00 PM,Oct 2023,08/09/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A891118,,10/23/2023 06:38:00 PM,Oct 2023,07/26/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A891247,,10/23/2023 07:07:00 PM,Oct 2023,09/22/2023,Euthanasia,Suffering,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby
A890223,Charlie,10/24/2023 08:19:00 AM,Oct 2023,04/03/2023,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A890915,,10/24/2023 11:29:00 AM,Oct 2023,07/30/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A891406,Cloud,10/24/2023 12:47:00 PM,Oct 2023,04/22/2023,Return to Owner,,Cat,Spayed Female,6 months,Domestic Shorthair,White/Gray
A480389,Fat Pants,10/24/2023 01:03:00 PM,Oct 2023,03/25/2007,Return to Owner,,Cat,Neutered Male,16 years,Domestic Shorthair Mix,Brown Tabby
A890654,Jasper,10/24/2023 04:13:00 PM,Oct 2023,02/10/2023,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby/White
A888829,Chanel,10/24/2023 04:21:00 PM,Oct 2023,09/10/2011,Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair,Blue Tabby
A888830,Cody,10/24/2023 04:22:00 PM,Oct 2023,03/09/2009,Adoption,,Cat,Neutered Male,14 years,Domestic Shorthair,Black/White
A890667,,10/24/2023 04:34:00 PM,Oct 2023,06/10/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A888737,*Moonpie,10/24/2023 04:56:00 PM,Oct 2023,07/25/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A872757,Stella,10/24/2023 05:38:00 PM,Oct 2023,01/14/2020,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair,Black/White
A888864,,10/24/2023 05:41:00 PM,Oct 2023,08/03/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A890793,Mortimer,10/24/2023 06:37:00 PM,Oct 2023,12/12/2022,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair,Brown Tabby
A891009,Shimmy,10/25/2023 01:06:00 PM,Oct 2023,03/16/2023,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair,Brown Tabby
A890724,Pumpkin,10/25/2023 01:20:00 PM,Oct 2023,07/11/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A890824,*Elvira,10/25/2023 05:17:00 PM,Oct 2023,10/12/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A891320,,10/26/2023 08:06:00 AM,Oct 2023,10/20/2020,Transfer,Snr,Cat,Intact Female,3 years,Domestic Shorthair,Torbie
A891518,,10/26/2023 08:11:00 AM,Oct 2023,09/17/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Black/White
A888865,,10/26/2023 01:55:00 PM,Oct 2023,08/03/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A887672,*Orange,10/26/2023 02:00:00 PM,Oct 2023,08/03/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A888972,*Jelly,10/26/2023 02:05:00 PM,Oct 2023,08/03/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A887675,*Sugar,10/26/2023 02:31:00 PM,Oct 2023,08/03/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A891245,Sprinkles,10/26/2023 02:38:00 PM,Oct 2023,10/19/2022,Adoption,,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A881237,*Queen Cleocatra,10/26/2023 02:57:00 PM,Oct 2023,05/18/2019,Adoption,Foster,Cat,Spayed Female,4 years,Domestic Shorthair,Black
A891585,Elmore,10/26/2023 03:01:00 PM,Oct 2023,10/24/2021,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair,White/Orange
A885569,*Pip,10/26/2023 03:14:00 PM,Oct 2023,06/14/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby
A885571,*Tiny,10/26/2023 03:16:00 PM,Oct 2023,06/14/2023,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A889650,*Smoky,10/26/2023 03:41:00 PM,Oct 2023,08/23/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A887031,*Lazlo,10/26/2023 04:11:00 PM,Oct 2023,08/13/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A891382,Charlie,10/26/2023 05:22:00 PM,Oct 2023,08/21/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A891613,Dora,10/26/2023 05:50:00 PM,Oct 2023,10/25/2020,Return to Owner,,Cat,Spayed Female,3 years,Domestic Shorthair,Black
A891171,*Beans,10/26/2023 06:04:00 PM,Oct 2023,02/18/2023,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair,Orange Tabby
A890990,,10/27/2023 03:59:00 PM,Oct 2023,12/16/2022,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair,Brown Tabby
A890812,,10/27/2023 04:28:00 PM,Oct 2023,06/09/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue Tabby
A890811,,10/27/2023 04:28:00 PM,Oct 2023,08/09/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A889633,*Rza,10/27/2023 04:47:00 PM,Oct 2023,08/25/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A888988,,10/27/2023 05:11:00 PM,Oct 2023,07/31/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A891501,,10/27/2023 05:19:00 PM,Oct 2023,06/23/2023,Euthanasia,Suffering,Cat,Intact Male,4 months,Domestic Shorthair,Orange Tabby/White
A890916,Luna,10/27/2023 05:27:00 PM,Oct 2023,07/30/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A891208,Loki,10/27/2023 05:27:00 PM,Oct 2023,07/18/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A890448,*Raisin,10/27/2023 05:42:00 PM,Oct 2023,04/15/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie
A891713,,10/27/2023 06:11:00 PM,Oct 2023,06/26/2023,Adoption,,Cat,Intact Male,4 months,Domestic Shorthair,Blue
A891206,Donatello,10/27/2023 06:20:00 PM,Oct 2023,07/18/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A891207,Moxy,10/27/2023 06:22:00 PM,Oct 2023,07/18/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A891134,Kino,10/27/2023 06:39:00 PM,Oct 2023,10/17/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A890825,Diabla,10/27/2023 06:42:00 PM,Oct 2023,10/12/2022,Rto-Adopt,,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A890419,*Pip,10/27/2023 06:50:00 PM,Oct 2023,03/01/2023,Adoption,,Cat,Neutered Male,7 months,Domestic Medium Hair,Blue Tabby/White
A890641,,10/28/2023 10:39:00 AM,Oct 2023,08/02/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A891043,Buddy,10/28/2023 12:17:00 PM,Oct 2023,10/16/2009,Adoption,,Cat,Intact Male,14 years,Domestic Shorthair,Blue/White
A891558,Izzy,10/28/2023 12:44:00 PM,Oct 2023,06/09/2023,Adoption,,Cat,Intact Male,4 months,Domestic Shorthair,Orange Tabby
A891559,Oopsy,10/28/2023 12:44:00 PM,Oct 2023,06/09/2023,Adoption,,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby
A891329,*Lenore,10/28/2023 02:11:00 PM,Oct 2023,05/20/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A891814,,10/28/2023 04:18:00 PM,Oct 2023,10/27/2022,Euthanasia,Rabies Risk,Cat,Intact Female,1 year,Domestic Shorthair,Black
A890726,Neo,10/28/2023 04:32:00 PM,Oct 2023,07/11/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A891840,,10/28/2023 05:00:00 PM,Oct 2023,10/13/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby
A889164,*Laezel,10/29/2023 12:44:00 PM,Oct 2023,08/18/2023,Adoption,,Cat,Intact Female,2 months,Domestic Medium Hair,Brown Tabby
A888962,,10/29/2023 01:09:00 PM,Oct 2023,05/15/2023,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby/White
A889651,*Shadow,10/29/2023 01:37:00 PM,Oct 2023,08/23/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A887721,*Platinum,10/29/2023 01:41:00 PM,Oct 2023,06/30/2023,Adoption,Foster,Cat,Neutered Male,3 months,American Shorthair,Blue Tabby
A888739,*Malia,10/29/2023 01:48:00 PM,Oct 2023,07/31/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A888738,*Sasha,10/29/2023 01:50:00 PM,Oct 2023,07/31/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A889297,*Shale,10/29/2023 01:54:00 PM,Oct 2023,08/11/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Gray Tabby
A887454,*Trix,10/29/2023 01:58:00 PM,Oct 2023,08/18/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A887451,*Spirit,10/29/2023 02:02:00 PM,Oct 2023,08/18/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A887455,*Spooky-Doo,10/29/2023 02:06:00 PM,Oct 2023,08/18/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A879617,*Audrey,10/29/2023 02:10:00 PM,Oct 2023,04/28/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Medium Hair,Brown Tabby/White
A889475,*Oogie Boogie,10/29/2023 02:15:00 PM,Oct 2023,08/03/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A888186,*Snow,10/29/2023 02:18:00 PM,Oct 2023,08/25/2023,Adoption,Foster,Cat,Spayed Female,2 months,Siamese Mix,Tortie Point
A888187,*Tony,10/29/2023 02:21:00 PM,Oct 2023,08/25/2023,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point
A889621,Loaf,10/29/2023 02:27:00 PM,Oct 2023,08/25/2023,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby
A890273,*Lulu,10/29/2023 03:46:00 PM,Oct 2023,10/04/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Cream
A888414,*Frankie,10/29/2023 05:34:00 PM,Oct 2023,07/28/2023,Adoption,Foster,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby
A888184,*Raya,10/30/2023 02:40:00 PM,Oct 2023,08/25/2023,Adoption,Foster,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A889211,*Legolas,10/30/2023 02:49:00 PM,Oct 2023,08/07/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Orange Tabby
A889208,*Gandalf,10/30/2023 02:55:00 PM,Oct 2023,08/07/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Brown Tabby
A888183,*Bella,10/30/2023 02:58:00 PM,Oct 2023,09/01/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Torbie
A890584,Sypha,10/30/2023 04:05:00 PM,Oct 2023,08/01/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A891457,Brian,10/30/2023 04:12:00 PM,Oct 2023,10/23/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
A891042,Augie,10/30/2023 04:41:00 PM,Oct 2023,08/25/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A891107,Howl,10/30/2023 04:48:00 PM,Oct 2023,07/24/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A890762,Blue,10/30/2023 05:41:00 PM,Oct 2023,08/20/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A887537,*Empyrean,10/30/2023 05:56:00 PM,Oct 2023,08/04/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A887540,*Solar,10/30/2023 05:57:00 PM,Oct 2023,08/04/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby/White
A891445,,10/30/2023 06:36:00 PM,Oct 2023,10/23/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A891984,Mr Cuddles,10/30/2023 07:14:00 PM,Oct 2023,10/30/2021,Return to Owner,,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby
A884574,,10/31/2023 12:00:00 AM,Oct 2023,05/21/2023,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Tortie
A891708,,10/31/2023 10:07:00 AM,Oct 2023,09/04/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A887797,*Cadbury,10/31/2023 11:38:00 AM,Oct 2023,07/31/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A887800,*Trolli,10/31/2023 11:38:00 AM,Oct 2023,07/31/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White
A889476,*Winnifred Sanders,10/31/2023 11:54:00 AM,Oct 2023,08/03/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
